sample,response,sample_type,population,count,total_count,percentage
sample00437,no,PBMC,cd8_t_cell,29532,97610,30.26
sample00437,no,PBMC,monocyte,20264,97610,20.76
sample00437,no,PBMC,nk_cell,11872,97610,12.16
sample00447,yes,PBMC,b_cell,7585,98729,7.68
sample00447,yes,PBMC,cd4_t_cell,26801,98729,27.15
sample00447,yes,PBMC,cd8_t_cell,21945,98729,22.23
sample00447,yes,PBMC,monocyte,26652,98729,27.0
sample00447,yes,PBMC,nk_cell,15746,98729,15.95
sample00448,yes,PBMC,b_cell,5917,105500,5.61
sample00448,yes,PBMC,cd4_t_cell,33741,105500,31.98
sample00448,yes,PBMC,cd8_t_cell,24450,105500,23.18
sample00448,yes,PBMC,monocyte,29611,105500,28.07
sample00448,yes,PBMC,nk_cell,11781,105500,11.17
sample00449,yes,PBMC,b_cell,8797,99023,8.88
sample00449,yes,PBMC,cd4_t_cell,30689,99023,30.99
sample00449,yes,PBMC,cd8_t_cell,28624,99023,28.91
sample00449,yes,PBMC,monocyte,12786,99023,12.91
sample00449,yes,PBMC,nk_cell,18127,99023,18.31
sample00459,no,PBMC,b_cell,7468,96487,7.74
sample00459,no,PBMC,cd4_t_cell,30699,96487,31.82
sample00459,no,PBMC,cd8_t_cell,23530,96487,24.39
sample00459,no,PBMC,monocyte,17334,96487,17.97
sample00459,no,PBMC,nk_cell,17456,96487,18.09
sample00460,no,PBMC,b_cell,7938,101893,7.79
sample00460,no,PBMC,cd4_t_cell,33131,101893,32.52
sample00460,no,PBMC,cd8_t_cell,25279,101893,24.81
sample00460,no,PBMC,monocyte,19169,101893,18.81
sample00460,no,PBMC,nk_cell,16376,101893,16.07
sample00461,no,PBMC,b_cell,12744,101052,12.61
sample00461,no,PBMC,cd4_t_cell,32549,101052,32.21
sample00461,no,PBMC,cd8_t_cell,24463,101052,24.21
sample00461,no,PBMC,monocyte,16772,101052,16.6
sample00461,no,PBMC,nk_cell,14524,101052,14.37
sample00465,no,PBMC,b_cell,6595,93629,7.04
sample00465,no,PBMC,cd4_t_cell,25627,93629,27.37
sample00465,no,PBMC,cd8_t_cell,26819,93629,28.64
sample00465,no,PBMC,monocyte,16653,93629,17.79
sample00465,no,PBMC,nk_cell,17935,93629,19.16
sample00466,no,PBMC,b_cell,15853,99232,15.98
sample00466,no,PBMC,cd4_t_cell,29404,99232,29.63
sample00466,no,PBMC,cd8_t_cell,23269,99232,23.45
sample00466,no,PBMC,monocyte,21415,99232,21.58
sample00466,no,PBMC,nk_cell,9291,99232,9.36
sample00467,no,PBMC,b_cell,14650,93276,15.71
sample00467,no,PBMC,cd4_t_cell,23113,93276,24.78
sample00467,no,PBMC,cd8_t_cell,22738,93276,24.38
sample00467,no,PBMC,monocyte,23304,93276,24.98
sample00467,no,PBMC,nk_cell,9471,93276,10.15
sample00471,no,PBMC,b_cell,6409,106307,6.03
sample00471,no,PBMC,cd4_t_cell,38463,106307,36.18
sample00471,no,PBMC,cd8_t_cell,24626,106307,23.16
sample00471,no,PBMC,monocyte,22019,106307,20.71
sample00471,no,PBMC,nk_cell,14790,106307,13.91
sample00472,no,PBMC,b_cell,8943,98089,9.12
sample00472,no,PBMC,cd4_t_cell,27580,98089,28.12
sample00472,no,PBMC,cd8_t_cell,26833,98089,27.36
sample00472,no,PBMC,monocyte,19745,98089,20.13
sample00472,no,PBMC,nk_cell,14988,98089,15.28
sample00473,no,PBMC,b_cell,8540,90146,9.47
sample00473,no,PBMC,cd4_t_cell,29430,90146,32.65
sample00473,no,PBMC,cd8_t_cell,15898,90146,17.64
sample00473,no,PBMC,monocyte,16972,90146,18.83
sample00473,no,PBMC,nk_cell,19306,90146,21.42
sample00480,no,PBMC,b_cell,10721,102557,10.45
sample00480,no,PBMC,cd4_t_cell,27870,102557,27.18
sample00480,no,PBMC,cd8_t_cell,18050,102557,17.6
sample00480,no,PBMC,monocyte,21297,102557,20.77
sample00480,no,PBMC,nk_cell,24619,102557,24.01
sample00481,no,PBMC,b_cell,8306,102711,8.09
sample00481,no,PBMC,cd4_t_cell,27280,102711,26.56
sample00481,no,PBMC,cd8_t_cell,29791,102711,29.0
sample00481,no,PBMC,monocyte,18584,102711,18.09
sample00481,no,PBMC,nk_cell,18750,102711,18.26
sample00482,no,PBMC,b_cell,12509,109915,11.38
sample00482,no,PBMC,cd4_t_cell,31739,109915,28.88
sample00482,no,PBMC,cd8_t_cell,25245,109915,22.97
sample00482,no,PBMC,monocyte,25823,109915,23.49
sample00482,no,PBMC,nk_cell,14599,109915,13.28
sample00483,yes,PBMC,b_cell,9905,94926,10.43
sample00483,yes,PBMC,cd4_t_cell,30255,94926,31.87
sample00483,yes,PBMC,cd8_t_cell,17870,94926,18.83
sample00483,yes,PBMC,monocyte,21079,94926,22.21
sample00483,yes,PBMC,nk_cell,15817,94926,16.66
sample00484,yes,PBMC,b_cell,14062,110072,12.78
sample00484,yes,PBMC,cd4_t_cell,37382,110072,33.96
sample00484,yes,PBMC,cd8_t_cell,28231,110072,25.65
sample00484,yes,PBMC,monocyte,21045,110072,19.12
sample00484,yes,PBMC,nk_cell,9352,110072,8.5
sample00485,yes,PBMC,b_cell,10786,102542,10.52
sample00485,yes,PBMC,cd4_t_cell,30280,102542,29.53
sample00485,yes,PBMC,cd8_t_cell,25790,102542,25.15
sample00485,yes,PBMC,monocyte,19950,102542,19.46
sample00485,yes,PBMC,nk_cell,15736,102542,15.35
sample00492,no,PBMC,b_cell,9674,90452,10.7
sample00492,no,PBMC,cd4_t_cell,26382,90452,29.17
sample00492,no,PBMC,cd8_t_cell,24210,90452,26.77
sample00492,no,PBMC,monocyte,15831,90452,17.5
sample00492,no,PBMC,nk_cell,14355,90452,15.87
sample00493,no,PBMC,b_cell,9490,101317,9.37
sample00493,no,PBMC,cd4_t_cell,16810,101317,16.59
sample00493,no,PBMC,cd8_t_cell,27761,101317,27.4
sample00493,no,PBMC,monocyte,28058,101317,27.69
sample00493,no,PBMC,nk_cell,19198,101317,18.95
sample00494,no,PBMC,b_cell,8531,105084,8.12
sample00494,no,PBMC,cd4_t_cell,30162,105084,28.7
sample00494,no,PBMC,cd8_t_cell,29764,105084,28.32
sample00494,no,PBMC,monocyte,23440,105084,22.31
sample00494,no,PBMC,nk_cell,13187,105084,12.55
sample00498,yes,PBMC,b_cell,10176,109114,9.33
sample00498,yes,PBMC,cd4_t_cell,29642,109114,27.17
sample00498,yes,PBMC,cd8_t_cell,18699,109114,17.14
sample00498,yes,PBMC,monocyte,30678,109114,28.12
sample00498,yes,PBMC,nk_cell,19919,109114,18.26
sample00499,yes,PBMC,b_cell,10355,92534,11.19
sample00499,yes,PBMC,cd4_t_cell,25198,92534,27.23
sample00499,yes,PBMC,cd8_t_cell,21993,92534,23.77
sample00499,yes,PBMC,monocyte,21745,92534,23.5
sample00499,yes,PBMC,nk_cell,13243,92534,14.31
sample00500,yes,PBMC,b_cell,9346,92267,10.13
sample00500,yes,PBMC,cd4_t_cell,32952,92267,35.71
sample00500,yes,PBMC,cd8_t_cell,27662,92267,29.98
sample00500,yes,PBMC,monocyte,9171,92267,9.94
sample00500,yes,PBMC,nk_cell,13136,92267,14.24
sample00510,yes,PBMC,b_cell,5778,101519,5.69
sample00510,yes,PBMC,cd4_t_cell,39401,101519,38.81
sample00510,yes,PBMC,cd8_t_cell,21878,101519,21.55
sample00510,yes,PBMC,monocyte,23867,101519,23.51
sample00510,yes,PBMC,nk_cell,10595,101519,10.44
sample00511,yes,PBMC,b_cell,11825,94245,12.55
sample00511,yes,PBMC,cd4_t_cell,30515,94245,32.38
sample00511,yes,PBMC,cd8_t_cell,19982,94245,21.2
sample00511,yes,PBMC,monocyte,21583,94245,22.9
sample00511,yes,PBMC,nk_cell,10340,94245,10.97
sample00512,yes,PBMC,b_cell,8104,105031,7.72
sample00512,yes,PBMC,cd4_t_cell,38844,105031,36.98
sample00512,yes,PBMC,cd8_t_cell,32150,105031,30.61
sample00512,yes,PBMC,monocyte,16925,105031,16.11
sample00512,yes,PBMC,nk_cell,9008,105031,8.58
sample00513,no,PBMC,b_cell,15841,87506,18.1
sample00513,no,PBMC,cd4_t_cell,28149,87506,32.17
sample00513,no,PBMC,cd8_t_cell,18915,87506,21.62
sample00513,no,PBMC,monocyte,13238,87506,15.13
sample00513,no,PBMC,nk_cell,11363,87506,12.99
sample00514,no,PBMC,b_cell,6158,95912,6.42
sample00514,no,PBMC,cd4_t_cell,35372,95912,36.88
sample00514,no,PBMC,cd8_t_cell,28628,95912,29.85
sample00514,no,PBMC,monocyte,9899,95912,10.32
sample00514,no,PBMC,nk_cell,15855,95912,16.53
sample00515,no,PBMC,b_cell,6356,100291,6.34
sample00515,no,PBMC,cd4_t_cell,31016,100291,30.93
sample00515,no,PBMC,cd8_t_cell,23314,100291,23.25
sample00515,no,PBMC,monocyte,18653,100291,18.6
sample00515,no,PBMC,nk_cell,20952,100291,20.89
sample00516,no,PBMC,b_cell,7126,104517,6.82
sample00516,no,PBMC,cd4_t_cell,30109,104517,28.81
sample00516,no,PBMC,cd8_t_cell,30382,104517,29.07
sample00516,no,PBMC,monocyte,20547,104517,19.66
sample00516,no,PBMC,nk_cell,16353,104517,15.65
sample00517,no,PBMC,b_cell,17829,100185,17.8
sample00517,no,PBMC,cd4_t_cell,27380,100185,27.33
sample00517,no,PBMC,cd8_t_cell,25068,100185,25.02
sample00517,no,PBMC,monocyte,18551,100185,18.52
sample00517,no,PBMC,nk_cell,11357,100185,11.34
sample00518,no,PBMC,b_cell,11422,97914,11.67
sample00518,no,PBMC,cd4_t_cell,30377,97914,31.02
sample00518,no,PBMC,cd8_t_cell,20239,97914,20.67
sample00518,no,PBMC,monocyte,14879,97914,15.2
sample00518,no,PBMC,nk_cell,20997,97914,21.44
sample00522,no,PBMC,b_cell,9206,91990,10.01
sample00522,no,PBMC,cd4_t_cell,27176,91990,29.54
sample00522,no,PBMC,cd8_t_cell,20979,91990,22.81
sample00522,no,PBMC,monocyte,17945,91990,19.51
sample00522,no,PBMC,nk_cell,16684,91990,18.14
sample00523,no,PBMC,b_cell,11753,97036,12.11
sample00523,no,PBMC,cd4_t_cell,24748,97036,25.5
sample00523,no,PBMC,cd8_t_cell,19842,97036,20.45
sample00523,no,PBMC,monocyte,22951,97036,23.65
sample00523,no,PBMC,nk_cell,17742,97036,18.28
sample00524,no,PBMC,b_cell,8609,100342,8.58
sample00524,no,PBMC,cd4_t_cell,37945,100342,37.82
sample00524,no,PBMC,cd8_t_cell,20392,100342,20.32
sample00524,no,PBMC,monocyte,17149,100342,17.09
sample00524,no,PBMC,nk_cell,16247,100342,16.19
sample00534,no,PBMC,b_cell,5436,96652,5.62
sample00534,no,PBMC,cd4_t_cell,29217,96652,30.23
sample00534,no,PBMC,cd8_t_cell,23946,96652,24.78
sample00534,no,PBMC,monocyte,20739,96652,21.46
sample00534,no,PBMC,nk_cell,17314,96652,17.91
sample00535,no,PBMC,b_cell,6571,104896,6.26
sample00535,no,PBMC,cd4_t_cell,34895,104896,33.27
sample00535,no,PBMC,cd8_t_cell,31103,104896,29.65
sample00535,no,PBMC,monocyte,15000,104896,14.3
sample00535,no,PBMC,nk_cell,17327,104896,16.52
sample00536,no,PBMC,b_cell,9388,95929,9.79
sample00536,no,PBMC,cd4_t_cell,25325,95929,26.4
sample00536,no,PBMC,cd8_t_cell,23915,95929,24.93
sample00536,no,PBMC,monocyte,21373,95929,22.28
sample00536,no,PBMC,nk_cell,15928,95929,16.6
sample00537,yes,PBMC,b_cell,8150,97491,8.36
sample00537,yes,PBMC,cd4_t_cell,23747,97491,24.36
sample00537,yes,PBMC,cd8_t_cell,23608,97491,24.22
sample00537,yes,PBMC,monocyte,32326,97491,33.16
sample00537,yes,PBMC,nk_cell,9660,97491,9.91
sample00538,yes,PBMC,b_cell,13400,101454,13.21
sample00538,yes,PBMC,cd4_t_cell,28996,101454,28.58
sample00538,yes,PBMC,cd8_t_cell,18650,101454,18.38
sample00538,yes,PBMC,monocyte,24168,101454,23.82
sample00538,yes,PBMC,nk_cell,16240,101454,16.01
sample00539,yes,PBMC,b_cell,4590,112399,4.08
sample00539,yes,PBMC,cd4_t_cell,39448,112399,35.1
sample00539,yes,PBMC,cd8_t_cell,35181,112399,31.3
sample00539,yes,PBMC,monocyte,20062,112399,17.85
sample00539,yes,PBMC,nk_cell,13118,112399,11.67
sample00543,yes,PBMC,b_cell,10105,97856,10.33
sample00543,yes,PBMC,cd4_t_cell,26528,97856,27.11
sample00543,yes,PBMC,cd8_t_cell,26845,97856,27.43
sample00543,yes,PBMC,monocyte,23544,97856,24.06
sample00543,yes,PBMC,nk_cell,10834,97856,11.07
sample00544,yes,PBMC,b_cell,8779,97090,9.04
sample00544,yes,PBMC,cd4_t_cell,28409,97090,29.26
sample00544,yes,PBMC,cd8_t_cell,26478,97090,27.27
sample00544,yes,PBMC,monocyte,17356,97090,17.88
sample00544,yes,PBMC,nk_cell,16068,97090,16.55
sample00545,yes,PBMC,b_cell,17635,103635,17.02
sample00545,yes,PBMC,cd4_t_cell,30465,103635,29.4
sample00545,yes,PBMC,cd8_t_cell,25319,103635,24.43
sample00545,yes,PBMC,monocyte,20087,103635,19.38
sample00545,yes,PBMC,nk_cell,10129,103635,9.77
sample00555,yes,PBMC,b_cell,10822,102840,10.52
sample00555,yes,PBMC,cd4_t_cell,21371,102840,20.78
sample00555,yes,PBMC,cd8_t_cell,28122,102840,27.35
sample00555,yes,PBMC,monocyte,25327,102840,24.63
sample00555,yes,PBMC,nk_cell,17198,102840,16.72
sample00556,yes,PBMC,b_cell,5948,104133,5.71
sample00556,yes,PBMC,cd4_t_cell,31423,104133,30.18
sample00556,yes,PBMC,cd8_t_cell,27680,104133,26.58
sample00556,yes,PBMC,monocyte,19447,104133,18.68
sample00556,yes,PBMC,nk_cell,19635,104133,18.86
sample00557,yes,PBMC,b_cell,10701,104558,10.23
sample00557,yes,PBMC,cd4_t_cell,32733,104558,31.31
sample00557,yes,PBMC,cd8_t_cell,28840,104558,27.58
sample00557,yes,PBMC,monocyte,17277,104558,16.52
sample00557,yes,PBMC,nk_cell,15007,104558,14.35
sample00564,yes,PBMC,b_cell,11853,109932,10.78
sample00564,yes,PBMC,cd4_t_cell,31389,109932,28.55
sample00564,yes,PBMC,cd8_t_cell,21319,109932,19.39
sample00564,yes,PBMC,monocyte,25247,109932,22.97
sample00564,yes,PBMC,nk_cell,20124,109932,18.31
sample00565,yes,PBMC,b_cell,10498,99540,10.55
sample00565,yes,PBMC,cd4_t_cell,40944,99540,41.13
sample00565,yes,PBMC,cd8_t_cell,22857,99540,22.96
sample00565,yes,PBMC,monocyte,8042,99540,8.08
sample00565,yes,PBMC,nk_cell,17199,99540,17.28
sample00566,yes,PBMC,b_cell,13525,98928,13.67
sample00566,yes,PBMC,cd4_t_cell,37729,98928,38.14
sample00566,yes,PBMC,cd8_t_cell,19529,98928,19.74
sample00566,yes,PBMC,monocyte,16278,98928,16.45
sample00566,yes,PBMC,nk_cell,11867,98928,12.0
sample00585,no,PBMC,b_cell,7359,95591,7.7
sample00585,no,PBMC,cd4_t_cell,32609,95591,34.11
sample00585,no,PBMC,cd8_t_cell,29864,95591,31.24
sample00585,no,PBMC,monocyte,13590,95591,14.22
sample00585,no,PBMC,nk_cell,12169,95591,12.73
sample00586,no,PBMC,b_cell,13164,97970,13.44
sample00586,no,PBMC,cd4_t_cell,30068,97970,30.69
sample00586,no,PBMC,cd8_t_cell,24615,97970,25.13
sample00586,no,PBMC,monocyte,21908,97970,22.36
sample00586,no,PBMC,nk_cell,8215,97970,8.39
sample00587,no,PBMC,b_cell,6919,104607,6.61
sample00587,no,PBMC,cd4_t_cell,30706,104607,29.35
sample00587,no,PBMC,cd8_t_cell,29973,104607,28.65
sample00587,no,PBMC,monocyte,22111,104607,21.14
sample00587,no,PBMC,nk_cell,14898,104607,14.24
sample00588,no,PBMC,b_cell,7331,96138,7.63
sample00588,no,PBMC,cd4_t_cell,25098,96138,26.11
sample00588,no,PBMC,cd8_t_cell,26366,96138,27.43
sample00588,no,PBMC,monocyte,19917,96138,20.72
sample00588,no,PBMC,nk_cell,17426,96138,18.13
sample00589,no,PBMC,b_cell,8829,89545,9.86
sample00589,no,PBMC,cd4_t_cell,21190,89545,23.66
sample00589,no,PBMC,cd8_t_cell,24983,89545,27.9
sample00589,no,PBMC,monocyte,20006,89545,22.34
sample00589,no,PBMC,nk_cell,14537,89545,16.23
sample00590,no,PBMC,b_cell,13074,90170,14.5
sample00590,no,PBMC,cd4_t_cell,27114,90170,30.07
sample00590,no,PBMC,cd8_t_cell,18007,90170,19.97
sample00590,no,PBMC,monocyte,17802,90170,19.74
sample00590,no,PBMC,nk_cell,14173,90170,15.72
sample00621,yes,PBMC,b_cell,10202,101259,10.08
sample00621,yes,PBMC,cd4_t_cell,32090,101259,31.69
sample00621,yes,PBMC,cd8_t_cell,22492,101259,22.21
sample00621,yes,PBMC,monocyte,13064,101259,12.9
sample00621,yes,PBMC,nk_cell,23411,101259,23.12
sample00622,yes,PBMC,b_cell,11675,102226,11.42
sample00622,yes,PBMC,cd4_t_cell,17559,102226,17.18
sample00622,yes,PBMC,cd8_t_cell,35571,102226,34.8
sample00622,yes,PBMC,monocyte,19594,102226,19.17
sample00622,yes,PBMC,nk_cell,17827,102226,17.44
sample00623,yes,PBMC,b_cell,7292,100146,7.28
sample00623,yes,PBMC,cd4_t_cell,27307,100146,27.27
sample00623,yes,PBMC,cd8_t_cell,28875,100146,28.83
sample00623,yes,PBMC,monocyte,20286,100146,20.26
sample00623,yes,PBMC,nk_cell,16386,100146,16.36
sample00624,no,PBMC,b_cell,11714,102890,11.38
sample00624,no,PBMC,cd4_t_cell,35858,102890,34.85
sample00624,no,PBMC,cd8_t_cell,28232,102890,27.44
sample00624,no,PBMC,monocyte,14076,102890,13.68
sample00624,no,PBMC,nk_cell,13010,102890,12.64
sample00625,no,PBMC,b_cell,10852,95251,11.39
sample00625,no,PBMC,cd4_t_cell,24059,95251,25.26
sample00625,no,PBMC,cd8_t_cell,28112,95251,29.51
sample00625,no,PBMC,monocyte,19280,95251,20.24
sample00625,no,PBMC,nk_cell,12948,95251,13.59
sample00626,no,PBMC,b_cell,7896,109633,7.2
sample00626,no,PBMC,cd4_t_cell,42872,109633,39.11
sample00626,no,PBMC,cd8_t_cell,27700,109633,25.27
sample00626,no,PBMC,monocyte,20997,109633,19.15
sample00626,no,PBMC,nk_cell,10168,109633,9.27
sample00630,yes,PBMC,b_cell,4944,98871,5.0
sample00630,yes,PBMC,cd4_t_cell,34584,98871,34.98
sample00630,yes,PBMC,cd8_t_cell,23647,98871,23.92
sample00630,yes,PBMC,monocyte,13665,98871,13.82
sample00630,yes,PBMC,nk_cell,22031,98871,22.28
sample00631,yes,PBMC,b_cell,8361,98726,8.47
sample00631,yes,PBMC,cd4_t_cell,30939,98726,31.34
sample00631,yes,PBMC,cd8_t_cell,26440,98726,26.78
sample00631,yes,PBMC,monocyte,20077,98726,20.34
sample00631,yes,PBMC,nk_cell,12909,98726,13.08
sample00632,yes,PBMC,b_cell,11420,92195,12.39
sample00632,yes,PBMC,cd4_t_cell,39709,92195,43.07
sample00632,yes,PBMC,cd8_t_cell,22798,92195,24.73
sample00632,yes,PBMC,monocyte,10601,92195,11.5
sample00632,yes,PBMC,nk_cell,7667,92195,8.32
sample00639,no,PBMC,b_cell,11413,102419,11.14
sample00639,no,PBMC,cd4_t_cell,30509,102419,29.79
sample00639,no,PBMC,cd8_t_cell,25922,102419,25.31
sample00639,no,PBMC,monocyte,23026,102419,22.48
sample00639,no,PBMC,nk_cell,11549,102419,11.28
sample00640,no,PBMC,b_cell,9954,93280,10.67
sample00640,no,PBMC,cd4_t_cell,35018,93280,37.54
sample00640,no,PBMC,cd8_t_cell,19864,93280,21.3
sample00640,no,PBMC,monocyte,18918,93280,20.28
sample00640,no,PBMC,nk_cell,9526,93280,10.21
sample00641,no,PBMC,b_cell,9515,102643,9.27
sample00641,no,PBMC,cd4_t_cell,29355,102643,28.6
sample00641,no,PBMC,cd8_t_cell,31945,102643,31.12
sample00641,no,PBMC,monocyte,24434,102643,23.8
sample00641,no,PBMC,nk_cell,7394,102643,7.2
sample00660,yes,PBMC,b_cell,11812,111393,10.6
sample00660,yes,PBMC,cd4_t_cell,23984,111393,21.53
sample00660,yes,PBMC,cd8_t_cell,31115,111393,27.93
sample00660,yes,PBMC,monocyte,22496,111393,20.2
sample00660,yes,PBMC,nk_cell,21986,111393,19.74
sample00661,yes,PBMC,b_cell,7580,108531,6.98
sample00661,yes,PBMC,cd4_t_cell,38586,108531,35.55
sample00661,yes,PBMC,cd8_t_cell,19541,108531,18.0
sample00661,yes,PBMC,monocyte,22671,108531,20.89
sample00661,yes,PBMC,nk_cell,20153,108531,18.57
sample00662,yes,PBMC,b_cell,6493,98068,6.62
sample00662,yes,PBMC,cd4_t_cell,34751,98068,35.44
sample00662,yes,PBMC,cd8_t_cell,20557,98068,20.96
sample00662,yes,PBMC,monocyte,19703,98068,20.09
sample00662,yes,PBMC,nk_cell,16564,98068,16.89
sample00675,yes,PBMC,b_cell,13628,109268,12.47
sample00675,yes,PBMC,cd4_t_cell,42725,109268,39.1
sample00675,yes,PBMC,cd8_t_cell,15969,109268,14.61
sample00675,yes,PBMC,monocyte,13398,109268,12.26
sample00675,yes,PBMC,nk_cell,23548,109268,21.55
sample00676,yes,PBMC,b_cell,11016,108101,10.19
sample00676,yes,PBMC,cd4_t_cell,24104,108101,22.3
sample00676,yes,PBMC,cd8_t_cell,29897,108101,27.66
sample00676,yes,PBMC,monocyte,26420,108101,24.44
sample00676,yes,PBMC,nk_cell,16664,108101,15.42
sample00677,yes,PBMC,b_cell,11827,96411,12.27
sample00677,yes,PBMC,cd4_t_cell,22408,96411,23.24
sample00677,yes,PBMC,cd8_t_cell,25924,96411,26.89
sample00677,yes,PBMC,monocyte,26724,96411,27.72
sample00677,yes,PBMC,nk_cell,9528,96411,9.88
sample00693,no,PBMC,b_cell,7743,93222,8.31
sample00693,no,PBMC,cd4_t_cell,29633,93222,31.79
sample00693,no,PBMC,cd8_t_cell,25343,93222,27.19
sample00693,no,PBMC,monocyte,13159,93222,14.12
sample00693,no,PBMC,nk_cell,17344,93222,18.61
sample00694,no,PBMC,b_cell,10546,104994,10.04
sample00694,no,PBMC,cd4_t_cell,23213,104994,22.11
sample00694,no,PBMC,cd8_t_cell,18628,104994,17.74
sample00694,no,PBMC,monocyte,28198,104994,26.86
sample00694,no,PBMC,nk_cell,24409,104994,23.25
sample00695,no,PBMC,b_cell,6475,102297,6.33
sample00695,no,PBMC,cd4_t_cell,23432,102297,22.91
sample00695,no,PBMC,cd8_t_cell,34956,102297,34.17
sample00695,no,PBMC,monocyte,21485,102297,21.0
sample00695,no,PBMC,nk_cell,15949,102297,15.59
sample00696,no,PBMC,b_cell,6439,92187,6.98
sample00696,no,PBMC,cd4_t_cell,24577,92187,26.66
sample00696,no,PBMC,cd8_t_cell,27929,92187,30.3
sample00696,no,PBMC,monocyte,19291,92187,20.93
sample00696,no,PBMC,nk_cell,13951,92187,15.13
sample00697,no,PBMC,b_cell,6058,97543,6.21
sample00697,no,PBMC,cd4_t_cell,38732,97543,39.71
sample00697,no,PBMC,cd8_t_cell,17794,97543,18.24
sample00697,no,PBMC,monocyte,19728,97543,20.22
sample00697,no,PBMC,nk_cell,15231,97543,15.61
sample00698,no,PBMC,b_cell,4173,103883,4.02
sample00698,no,PBMC,cd4_t_cell,34274,103883,32.99
sample00698,no,PBMC,cd8_t_cell,30197,103883,29.07
sample00698,no,PBMC,monocyte,24698,103883,23.77
sample00698,no,PBMC,nk_cell,10541,103883,10.15
sample00714,yes,PBMC,b_cell,7010,106122,6.61
sample00714,yes,PBMC,cd4_t_cell,29879,106122,28.16
sample00714,yes,PBMC,cd8_t_cell,28331,106122,26.7
sample00714,yes,PBMC,monocyte,27610,106122,26.02
sample00714,yes,PBMC,nk_cell,13292,106122,12.53
sample00715,yes,PBMC,b_cell,14904,109846,13.57
sample00715,yes,PBMC,cd4_t_cell,28439,109846,25.89
sample00715,yes,PBMC,cd8_t_cell,30431,109846,27.7
sample00715,yes,PBMC,monocyte,18096,109846,16.47
sample00715,yes,PBMC,nk_cell,17976,109846,16.36
sample00716,yes,PBMC,b_cell,18762,111411,16.84
sample00716,yes,PBMC,cd4_t_cell,31394,111411,28.18
sample00716,yes,PBMC,cd8_t_cell,21991,111411,19.74
sample00716,yes,PBMC,monocyte,23497,111411,21.09
sample00716,yes,PBMC,nk_cell,15767,111411,14.15
sample00717,no,PBMC,b_cell,15429,105860,14.57
sample00717,no,PBMC,cd4_t_cell,26134,105860,24.69
sample00717,no,PBMC,cd8_t_cell,26170,105860,24.72
sample00717,no,PBMC,monocyte,25052,105860,23.67
sample00717,no,PBMC,nk_cell,13075,105860,12.35
sample00718,no,PBMC,b_cell,6527,109920,5.94
sample00718,no,PBMC,cd4_t_cell,39312,109920,35.76
sample00718,no,PBMC,cd8_t_cell,34870,109920,31.72
sample00718,no,PBMC,monocyte,13444,109920,12.23
sample00718,no,PBMC,nk_cell,15767,109920,14.34
sample00719,no,PBMC,b_cell,6772,106712,6.35
sample00719,no,PBMC,cd4_t_cell,37520,106712,35.16
sample00719,no,PBMC,cd8_t_cell,23880,106712,22.38
sample00719,no,PBMC,monocyte,23702,106712,22.21
sample00719,no,PBMC,nk_cell,14838,106712,13.9
sample00726,no,PBMC,b_cell,11432,104384,10.95
sample00726,no,PBMC,cd4_t_cell,28978,104384,27.76
sample00726,no,PBMC,cd8_t_cell,23898,104384,22.89
sample00726,no,PBMC,monocyte,20193,104384,19.34
sample00726,no,PBMC,nk_cell,19883,104384,19.05
sample00727,no,PBMC,b_cell,7318,90881,8.05
sample00727,no,PBMC,cd4_t_cell,29020,90881,31.93
sample00727,no,PBMC,cd8_t_cell,13849,90881,15.24
sample00727,no,PBMC,monocyte,22383,90881,24.63
sample00727,no,PBMC,nk_cell,18311,90881,20.15
sample00728,no,PBMC,b_cell,5798,94780,6.12
sample00728,no,PBMC,cd4_t_cell,33125,94780,34.95
sample00728,no,PBMC,cd8_t_cell,24214,94780,25.55
sample00728,no,PBMC,monocyte,20517,94780,21.65
sample00728,no,PBMC,nk_cell,11126,94780,11.74
sample00753,yes,PBMC,b_cell,8029,104062,7.72
sample00753,yes,PBMC,cd4_t_cell,36125,104062,34.71
sample00753,yes,PBMC,cd8_t_cell,33798,104062,32.48
sample00753,yes,PBMC,monocyte,15448,104062,14.84
sample00753,yes,PBMC,nk_cell,10662,104062,10.25
sample00754,yes,PBMC,b_cell,5907,109186,5.41
sample00754,yes,PBMC,cd4_t_cell,47842,109186,43.82
sample00754,yes,PBMC,cd8_t_cell,25494,109186,23.35
sample00754,yes,PBMC,monocyte,17848,109186,16.35
sample00754,yes,PBMC,nk_cell,12095,109186,11.08
sample00755,yes,PBMC,b_cell,6774,97992,6.91
